Sıra No,Çevre Kimlik No,İşletme Adı,Tesis İli,İşletme Adres,Lisans Konuları,İzin Konuları,Belge Türü,Onay Tarihi,Sertifika Süresi
60,226707778,ACACİA MADEN İŞLETMELERİ ANONİM ŞİRKETİ,KASTAMONU,"Hanönü Mahallesi, Ali Sakallı Caddesi, No:26-1, Hanönü/KASTAMONU",Maden Atığı Bertaraf- Depolama Kategori ,"Hava Emisyon,Atıksu Deşarjı",İzin ve Lisans Belgesi,2021-04-19 00:00:00,2023-04-17 00:00:00
61,226546364,GEP YEŞİL ENERJİ ÜRETİM TEKNOLOJİLERİ ANONİM ŞİRKETİ ESKİŞEHİR ŞUBESİ,ESKİŞEHİR,"HİSAR Mahallesi, BURSA KARAYOLU MEYDAN, No: 621-, TEPEBAŞI / ESKİŞEHİR",Atık Ara Depolama,,İzin ve Lisans Belgesi,2021-10-13 00:00:00,2023-11-04 00:00:00
61,226546364,GEP YEŞİL ENERJİ ÜRETİM TEKNOLOJİLERİ ANONİM ŞİRKETİ ESKİŞEHİR ŞUBESİ,ESKİŞEHİR,"HİSAR Mahallesi, BURSA KARAYOLU MEYDAN, No: 621-, TEPEBAŞI / ESKİŞEHİR",Atıktan Türetilmiş Yakıt (ATY) Hazırlama Tesisi,,İzin ve Lisans Belgesi,2021-10-13 00:00:00,2023-11-04 00:00:00
62,227797868,ZENİT MADENCİLİK SAN. VE TİC. A. Ş. - Sındırgı Şubesi,BALIKESİR,"BALIKESİR,YOLCUPINAR Mahallesi, YOLCUPINAR SOKAK, No: 68-, SINDIRGI,Türkiye",Düzenli Depolama - 1. Sınıf (Tehlikeli Atık Düzenli Depolama,"Hava Emisyon,Atıksu Deşarjı",İzin ve Lisans Belgesi,2018-03-29 00:00:00,2023-03-17 00:00:00
63,288391786,"ÜÇ YILDIZ ANTİMON MADENCİLİK,İTHALAT İHRACAT SANAYİ VE TİCARET ANONİM ŞİRKETİ",KÜTAHYA,"KÖYÜN KENDİSİ Mahallesi,  SOKAK, No: 75 -, GEDİZ, KÜTAHYA, Türkiye",Maden Atığı Bertaraf- Depolama Kategori,Hava Emisyon,Geçici Faaliyet Belgesi,2022-01-25 00:00:00,2023-01-25 00:00:00
64,232033058,ANADOLU TEHLİKELİ ATIK Depolama SANAYİ VE TİCARET ANONİM ŞİRKETİ,MUĞLA,"MUĞLA,KAFACA Mahallesi, SANAYİ CADDE, No: 13-, MENTEŞE,Türkiye",Atık Ara Depolama,,İzin ve Lisans Belgesi,2018-01-23 00:00:00,2023-01-23 00:00:00
65,223491876,KOZA ALTIN İŞLETMELERİ A.Ş. MASTRA ŞUBESİ,GÜMÜŞHANE,"Demirkaynak Köyü, Merkez Mahallesi,  Sokak, No:1-, Merkez/GÜMÜŞHANE",Maden Atığı Bertaraf- Depolama Kategori ,,İzin ve Lisans Belgesi,2020-04-13 00:00:00,2023-09-01 00:00:00
66,230599446,EMG İşlemeE TESİSLERİ GERİ KAZANIM ATIK Depolama LOJİSTİK ÇEVRE İŞ SAĞLIĞI  VE GÜVENLİĞİ DANIŞMANLIĞI İNŞAAT DIŞ TİCARET LİMİTED ŞİRKETİ,ANKARA,"Saray Mah., Keresteciler Sitesi, 8. Sokak., No: 29/A-B, Kahramankazan ANKARA",Hurda Metal /ÖTA İşlemee,Hava Emisyon,Geçici Faaliyet Belgesi,2022-07-01 00:00:00,2023-07-01 00:00:00
66,230599446,EMG İşlemeE TESİSLERİ GERİ KAZANIM ATIK Depolama LOJİSTİK ÇEVRE İŞ SAĞLIĞI  VE GÜVENLİĞİ DANIŞMANLIĞI İNŞAAT DIŞ TİCARET LİMİTED ŞİRKETİ,ANKARA,"Saray Mah., Keresteciler Sitesi, 8. Sokak., No: 29/A-B, Kahramankazan ANKARA",Atık Elektrikli ve Elektronik Eşya İşleme,Hava Emisyon,Geçici Faaliyet Belgesi,2022-07-01 00:00:00,2023-07-01 00:00:00
66,230599446,EMG İşlemeE TESİSLERİ GERİ KAZANIM ATIK Depolama LOJİSTİK ÇEVRE İŞ SAĞLIĞI  VE GÜVENLİĞİ DANIŞMANLIĞI İNŞAAT DIŞ TİCARET LİMİTED ŞİRKETİ,ANKARA,"Saray Mah., Keresteciler Sitesi, 8. Sokak., No: 29/A-B, Kahramankazan ANKARA",Atık Ara Depolama,Hava Emisyon,Geçici Faaliyet Belgesi,2022-07-01 00:00:00,2023-07-01 00:00:00
66,230599446,EMG İşlemeE TESİSLERİ GERİ KAZANIM ATIK Depolama LOJİSTİK ÇEVRE İŞ SAĞLIĞI  VE GÜVENLİĞİ DANIŞMANLIĞI İNŞAAT DIŞ TİCARET LİMİTED ŞİRKETİ,ANKARA,"Saray Mah., Keresteciler Sitesi, 8. Sokak., No: 29/A-B, Kahramankazan ANKARA", Tehlikeli Atık Ön İşleme Tesisiler,Hava Emisyon,Geçici Faaliyet Belgesi,2022-07-01 00:00:00,2023-07-01 00:00:00
66,230599446,EMG İşlemeE TESİSLERİ GERİ KAZANIM ATIK Depolama LOJİSTİK ÇEVRE İŞ SAĞLIĞI  VE GÜVENLİĞİ DANIŞMANLIĞI İNŞAAT DIŞ TİCARET LİMİTED ŞİRKETİ,ANKARA,"Saray Mah., Keresteciler Sitesi, 8. Sokak., No: 29/A-B, Kahramankazan ANKARA",Tehlikesiz Atık Ön İşleme Tesisiler,Hava Emisyon,Geçici Faaliyet Belgesi,2022-07-01 00:00:00,2023-07-01 00:00:00
67,227193778,FERHANLAR GRUP ATIK YÖNETİMİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,HATAY,"Mustafa Kemal Mahallesi, 23.Sokak, No:85-C, Reyhanlı/HATAY",Atık Ara Depolama,,Geçici Faaliyet Belgesi,2021-12-22 00:00:00,2022-12-22 00:00:00
67,227193778,FERHANLAR GRUP ATIK YÖNETİMİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,HATAY,"Mustafa Kemal Mahallesi, 23.Sokak, No:85-C, Reyhanlı/HATAY",Atıktan Türetilmiş Yakıt (ATY) Hazırlama Tesisi,,Geçici Faaliyet Belgesi,2021-12-22 00:00:00,2022-12-22 00:00:00
68,231436234,LİON ATIK DEĞERLENDİRME GERİ DÖNÜŞÜM OTOMOTİV GAYRİMENKUL DANIŞMANLIĞI NAKLİYE İTHALAT İHRACAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,İZMİR,"İZMİR,SUBAŞI Mahallesi, 232 SOKAK, No: 14-1, TORBALI,Türkiye",Atık Ara Depolama,,İzin ve Lisans Belgesi,2017-12-20 00:00:00,2022-12-20 00:00:00
69,223373044,METAL-KİM METALURJİ VE KİMYA TARIM SAN.TİC.LTD.ŞTİ.,HATAY,"HARLISU Mahallesi, HARLISU SOKAK, No: 104-, ARSUZ / HATAY",Maden Atığı Bertaraf- Depolama Kategori,Hava Emisyon,Geçici Faaliyet Belgesi,2021-09-28 00:00:00,2022-09-28 00:00:00
70,226649346,MİR YILDIZ MÜHENDİSLİK İNŞ. TİC. İTH. İHR. LTD. ŞTİ. - GAZİANTEP ŞUBESİ,GAZİANTEP,"ORTAKLAR Mahallesi, 145001 NOLU CADDE, No: 29-1, ŞAHİNBEY / GAZİANTEP",Maden Atığı Bertaraf- Depolama Kategori,Hava Emisyon,Geçici Faaliyet Belgesi,2021-09-13 00:00:00,2022-09-13 00:00:00
71,224425278,MAKİNE VE KİMYA ENDÜSTRİSİ ANONİM ŞİRKETİ ALİAĞA GERİ DÖNÜŞÜM ŞUBESİ,İZMİR,"ÇAKMAKLI Mahallesi, SANAYİ CADDE, No: 36-, ALİAĞA / İZMİR",Ömrünü Tamamlamış Araç Geçici Depolama,,İzin ve Lisans Belgesi,2021-06-12 00:00:00,2022-08-24 00:00:00
71,224425278,MAKİNE VE KİMYA ENDÜSTRİSİ ANONİM ŞİRKETİ ALİAĞA GERİ DÖNÜŞÜM ŞUBESİ,İZMİR,"ÇAKMAKLI Mahallesi, SANAYİ CADDE, No: 36-, ALİAĞA / İZMİR",Hurda Metal /ÖTA İşleme,,İzin ve Lisans Belgesi,2021-06-12 00:00:00,2022-08-24 00:00:00
71,224425278,MAKİNE VE KİMYA ENDÜSTRİSİ ANONİM ŞİRKETİ ALİAĞA GERİ DÖNÜŞÜM ŞUBESİ,İZMİR,"ÇAKMAKLI Mahallesi, SANAYİ CADDE, No: 36-, ALİAĞA / İZMİR",Atık Ara Depolama,,İzin ve Lisans Belgesi,2021-06-12 00:00:00,2022-08-24 00:00:00
72,222591124,İZAYDAŞ İZMİT ATIK VE ART.ARITMA YAK.VE DEĞER.A.Ş.,KOCAELİ,"ALİKAHYA ATATÜRK Mahallesi, ÇARŞIBAŞI CADDE, No:350 /1-, İZMİT / KOCAELİ",Tehlikeli Atık Geri Kazanımı,Hava Emisyon,İzin ve Lisans Belgesi,2021-10-08 00:00:00,2022-08-24 00:00:00
72,222591124,İZAYDAŞ İZMİT ATIK VE ART.ARITMA YAK.VE DEĞER.A.Ş.,KOCAELİ,"ALİKAHYA ATATÜRK Mahallesi, ÇARŞIBAŞI CADDE, No:350 /1-, İZMİT / KOCAELİ",Atık Yakma ve Beraber Yakma,Hava Emisyon,İzin ve Lisans Belgesi,2021-10-08 00:00:00,2022-08-24 00:00:00
72,222591124,İZAYDAŞ İZMİT ATIK VE ART.ARITMA YAK.VE DEĞER.A.Ş.,KOCAELİ,"ALİKAHYA ATATÜRK Mahallesi, ÇARŞIBAŞI CADDE, No:350 /1-, İZMİT / KOCAELİ", Düzenli Depolama - 1. Sınıf (Tehlikeli Atık Düzenli Depolama,Hava Emisyon,İzin ve Lisans Belgesi,2021-10-08 00:00:00,2022-08-24 00:00:00
72,222591124,İZAYDAŞ İZMİT ATIK VE ART.ARITMA YAK.VE DEĞER.A.Ş.,KOCAELİ,"ALİKAHYA ATATÜRK Mahallesi, ÇARŞIBAŞI CADDE, No:350 /1-, İZMİT / KOCAELİ", Düzenli Depolama - 2. Sınıf (BelediyeAtıkları veTehlikesiz Atık Düzenli Depolama,Hava Emisyon,İzin ve Lisans Belgesi,2021-10-08 00:00:00,2022-08-24 00:00:00
72,222591124,İZAYDAŞ İZMİT ATIK VE ART.ARITMA YAK.VE DEĞER.A.Ş.,KOCAELİ,"ALİKAHYA ATATÜRK Mahallesi, ÇARŞIBAŞI CADDE, No:350 /1-, İZMİT / KOCAELİ",Atık Ara Depolama,Hava Emisyon,İzin ve Lisans Belgesi,2021-10-08 00:00:00,2022-08-24 00:00:00
72,222591124,İZAYDAŞ İZMİT ATIK VE ART.ARITMA YAK.VE DEĞER.A.Ş.,KOCAELİ,"ALİKAHYA ATATÜRK Mahallesi, ÇARŞIBAŞI CADDE, No:350 /1-, İZMİT / KOCAELİ", BiyobozunurAtık İşlemee -Biyometanizasyo,Hava Emisyon,İzin ve Lisans Belgesi,2021-10-08 00:00:00,2022-08-24 00:00:00
73,258390614,YEŞİLDÖNGÜ ATIK İşlemeE ENTEGRE TESİSİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,KAYSERİ,Yavuz Selim Mahallesi 163. Sokak No:7 Yeşilhisar/KAYSERİ,Tehlikeli Atık Geri Kazanımı,Hava Emisyon,Geçici Faaliyet Belgesi,2021-08-19 00:00:00,2022-08-19 00:00:00
73,258390614,YEŞİLDÖNGÜ ATIK İşlemeE ENTEGRE TESİSİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,KAYSERİ,Yavuz Selim Mahallesi 163. Sokak No:7 Yeşilhisar/KAYSERİ,Tanker Temizleme,Hava Emisyon,Geçici Faaliyet Belgesi,2021-08-19 00:00:00,2022-08-19 00:00:00
73,258390614,YEŞİLDÖNGÜ ATIK İşlemeE ENTEGRE TESİSİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,KAYSERİ,Yavuz Selim Mahallesi 163. Sokak No:7 Yeşilhisar/KAYSERİ,Atık Ara Depolama,Hava Emisyon,Geçici Faaliyet Belgesi,2021-08-19 00:00:00,2022-08-19 00:00:00
73,258390614,YEŞİLDÖNGÜ ATIK İşlemeE ENTEGRE TESİSİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,KAYSERİ,Yavuz Selim Mahallesi 163. Sokak No:7 Yeşilhisar/KAYSERİ,Atıktan Türetilmiş Yakıt (ATY) Hazırlama Tesisi,Hava Emisyon,Geçici Faaliyet Belgesi,2021-08-19 00:00:00,2022-08-19 00:00:00
